hair_rate1,hair_rate2,hair_rate3,hair_rate4,hair_rate5,hair_emtion,mic_rate1,mic_rate2,mic_rate3,mic_rate4,mic_rate5,mic_emtion,pac_rate1,pac_rate2,pac_rate3,pac_rate4,pac_rate5,pac_emtion
0.08496732,0.052287582,0.104575163,0.248366013,0.509803922,848,,,,,,,0.046511628,0.041860465,0.046511628,0.139534884,0.725581395,1024
0.084415584,0.051948052,0.103896104,0.246753247,0.512987013,849,,,,,,,0.046296296,0.041666667,0.046296296,0.138888889,0.726851852,1025
0.083870968,0.051612903,0.103225806,0.24516129,0.516129032,854,,,,,,,0.046082949,0.041474654,0.046082949,0.138248848,0.728110599,1026
0.083333333,0.051282051,0.108974359,0.243589744,0.512820513,858,,,,,,,0.04587156,0.041284404,0.04587156,0.137614679,0.729357798,1033
0.082802548,0.057324841,0.108280255,0.242038217,0.50955414,859,,,,,,,0.0456621,0.04109589,0.0456621,0.136986301,0.730593607,1036
0.082278481,0.056962025,0.107594937,0.240506329,0.512658228,860,,,,,,,0.045454545,0.040909091,0.045454545,0.136363636,0.731818182,1037
0.081761006,0.056603774,0.106918239,0.238993711,0.51572327,861,,,,,,,0.045248869,0.040723982,0.045248869,0.135746606,0.733031674,1038
0.08125,0.05625,0.10625,0.24375,0.5125,866,,,,,,,0.045045045,0.040540541,0.045045045,0.135135135,0.734234234,3
0.080745342,0.055900621,0.105590062,0.242236025,0.51552795,867,,,,,,,0,0,0,0,1,7
0.080246914,0.055555556,0.104938272,0.240740741,0.518518519,870,,,,,,,0,0,0,0,1,21
0.079754601,0.055214724,0.104294479,0.239263804,0.521472393,872,,,,,,,0,0,0,0,1,26
0.079268293,0.054878049,0.103658537,0.237804878,0.524390244,885,,,,,,,0,0,0,0,1,27
0.084848485,0.054545455,0.103030303,0.236363636,0.521212121,893,,,,,,,0,0,0,0,1,30
0.084337349,0.054216867,0.102409639,0.234939759,0.524096386,899,,,,,,,0,0,0,0.166666667,0.833333333,32
0.083832335,0.053892216,0.101796407,0.239520958,0.520958084,902,,,,,,,0,0,0,0.285714286,0.714285714,35
0.083333333,0.053571429,0.101190476,0.238095238,0.523809524,909,,,,,,,0,0,0,0.25,0.75,46
0.082840237,0.053254438,0.100591716,0.236686391,0.526627219,911,,,,,,,0,0,0,0.222222222,0.777777778,52
0.082352941,0.052941176,0.1,0.241176471,0.523529412,915,,,,,,,0,0,0,0.2,0.8,54
0.081871345,0.052631579,0.099415205,0.239766082,0.526315789,916,,,,,,,0,0,0,0.181818182,0.818181818,63
0.081395349,0.058139535,0.098837209,0.238372093,0.523255814,924,,,,,,,0,0,0,0.25,0.75,64
0.080924855,0.057803468,0.098265896,0.23699422,0.526011561,926,,,,,,,0,0,0,0.230769231,0.769230769,67
0.08045977,0.063218391,0.097701149,0.235632184,0.522988506,930,,,,,,,0,0,0,0.214285714,0.785714286,71
0.08,0.062857143,0.097142857,0.234285714,0.525714286,935,,,,,,,0,0,0,0.2,0.8,73
0.079545455,0.0625,0.096590909,0.232954545,0.528409091,944,,,,,,,0,0,0,0.1875,0.8125,77
0.079096045,0.062146893,0.101694915,0.231638418,0.525423729,948,,,,,,,0,0,0,0.176470588,0.823529412,79
0.078651685,0.061797753,0.101123596,0.230337079,0.528089888,956,,,,,,,0,0,0,0.166666667,0.833333333,84
0.078212291,0.061452514,0.100558659,0.229050279,0.530726257,957,,,,,,,0,0,0,0.157894737,0.842105263,86
0.077777778,0.061111111,0.1,0.233333333,0.527777778,960,,,,,,,0,0,0,0.15,0.85,89
0.077348066,0.060773481,0.099447514,0.232044199,0.53038674,963,,,,,,,0,0,0,0.142857143,0.857142857,90
0.076923077,0.06043956,0.098901099,0.236263736,0.527472527,965,,,,,,,0,0.045454545,0,0.136363636,0.818181818,91
0.076502732,0.06010929,0.098360656,0.234972678,0.530054645,968,,,,,,,0,0.043478261,0,0.130434783,0.826086957,97
0.076086957,0.059782609,0.097826087,0.239130435,0.527173913,976,,,,,,,0,0.041666667,0,0.125,0.833333333,103
0.075675676,0.059459459,0.102702703,0.237837838,0.524324324,982,,,,,,,0,0.04,0,0.12,0.84,105
0.080645161,0.059139785,0.102150538,0.23655914,0.521505376,986,,,,,,,0,0.038461538,0,0.115384615,0.846153846,107
0.085561497,0.058823529,0.101604278,0.235294118,0.518716578,988,,,,,,,0,0.037037037,0,0.111111111,0.851851852,111
0.085106383,0.058510638,0.10106383,0.239361702,0.515957447,991,,,,,,,0,0.035714286,0,0.142857143,0.821428571,116
0.084656085,0.058201058,0.100529101,0.238095238,0.518518519,991,,,,,,,0,0.034482759,0,0.137931034,0.827586207,118
0.084210526,0.057894737,0.1,0.242105263,0.515789474,995,,,,,,,0,0.033333333,0,0.133333333,0.833333333,122
0.083769634,0.057591623,0.09947644,0.240837696,0.518324607,998,,,,,,,0,0.032258065,0,0.129032258,0.838709677,126
0.083333333,0.057291667,0.098958333,0.239583333,0.520833333,999,,,,,,,0,0.03125,0,0.125,0.84375,128
0.082901554,0.056994819,0.098445596,0.238341969,0.523316062,1005,,,,,,,0,0.03030303,0.03030303,0.121212121,0.818181818,131
0.082474227,0.056701031,0.097938144,0.237113402,0.525773196,1006,,,,,,,0,0.058823529,0.029411765,0.117647059,0.794117647,132
0.082051282,0.056410256,0.097435897,0.235897436,0.528205128,1014,,,,,,,0,0.057142857,0.028571429,0.114285714,0.8,134
0.081632653,0.056122449,0.096938776,0.234693878,0.530612245,1016,,,,,,,0,0.055555556,0.027777778,0.138888889,0.777777778,148
0.081218274,0.060913706,0.096446701,0.233502538,0.527918782,1019,,,,,,,0,0.054054054,0.027027027,0.135135135,0.783783784,170
0.080808081,0.060606061,0.095959596,0.232323232,0.53030303,1020,,,,,,,0,0.052631579,0.052631579,0.131578947,0.763157895,172
0.085427136,0.060301508,0.095477387,0.231155779,0.527638191,1021,,,,,,,0,0.051282051,0.051282051,0.153846154,0.743589744,173
0.085,0.06,0.095,0.23,0.53,1021,,,,,,,0,0.05,0.05,0.15,0.75,174
0.084577114,0.059701493,0.094527363,0.228855721,0.532338308,1036,,,,,,,0,0.048780488,0.048780488,0.146341463,0.756097561,179
0.084158416,0.059405941,0.094059406,0.227722772,0.534653465,1041,,,,,,,0,0.047619048,0.047619048,0.166666667,0.738095238,180
0.083743842,0.064039409,0.093596059,0.226600985,0.532019704,1046,,,,,,,0,0.046511628,0.046511628,0.162790698,0.744186047,182
0.083333333,0.06372549,0.093137255,0.230392157,0.529411765,1049,,,,,,,0,0.045454545,0.045454545,0.159090909,0.75,186
0.082926829,0.068292683,0.092682927,0.229268293,0.526829268,1052,,,,,,,0,0.044444444,0.044444444,0.155555556,0.755555556,191
0.082524272,0.067961165,0.09223301,0.233009709,0.524271845,1052,,,,,,,0,0.043478261,0.043478261,0.152173913,0.760869565,194
0.082125604,0.06763285,0.09178744,0.231884058,0.526570048,1053,,,,,,,0,0.042553191,0.042553191,0.170212766,0.744680851,197
0.081730769,0.067307692,0.091346154,0.230769231,0.528846154,1054,,,,,,,0,0.041666667,0.041666667,0.166666667,0.75,202
0.081339713,0.066985646,0.090909091,0.234449761,0.526315789,1056,,,,,,,0,0.040816327,0.040816327,0.163265306,0.755102041,207
0.080952381,0.066666667,0.09047619,0.233333333,0.528571429,1059,,,,,,,0,0.04,0.04,0.16,0.76,212
0.08056872,0.066350711,0.090047393,0.232227488,0.530805687,1060,,,,,,,0,0.039215686,0.039215686,0.156862745,0.764705882,213
0.080188679,0.066037736,0.089622642,0.231132075,0.533018868,1062,,,,,,,0,0.038461538,0.038461538,0.173076923,0.75,220
0.084507042,0.0657277,0.089201878,0.230046948,0.530516432,1063,,,,,,,0,0.037735849,0.037735849,0.169811321,0.754716981,224
0.08411215,0.065420561,0.088785047,0.23364486,0.528037383,1073,,,,,,,0.018518519,0.037037037,0.037037037,0.166666667,0.740740741,226
0.08372093,0.065116279,0.088372093,0.237209302,0.525581395,1078,,,,,,,0.018181818,0.036363636,0.036363636,0.163636364,0.745454545,230
0.083333333,0.064814815,0.087962963,0.240740741,0.523148148,1079,,,,,,,0.017857143,0.035714286,0.035714286,0.160714286,0.75,235
0.082949309,0.064516129,0.087557604,0.244239631,0.520737327,1080,,,,,,,0.01754386,0.035087719,0.035087719,0.157894737,0.754385965,259
0.082568807,0.064220183,0.087155963,0.243119266,0.52293578,1081,,,,,,,0.017241379,0.034482759,0.034482759,0.155172414,0.75862069,261
0.082191781,0.063926941,0.086757991,0.242009132,0.525114155,1081,,,,,,,0.016949153,0.033898305,0.033898305,0.152542373,0.762711864,265
0.081818182,0.063636364,0.090909091,0.240909091,0.522727273,1086,,,,,,,0.016666667,0.033333333,0.033333333,0.15,0.766666667,266
0.081447964,0.063348416,0.090497738,0.239819005,0.524886878,1089,,,,,,,0.016393443,0.032786885,0.032786885,0.147540984,0.770491803,270
0.081081081,0.063063063,0.09009009,0.243243243,0.522522523,1091,,,,,,,0.016129032,0.032258065,0.032258065,0.161290323,0.758064516,272
0.080717489,0.062780269,0.089686099,0.246636771,0.520179372,1093,,,,,,,0.015873016,0.031746032,0.031746032,0.158730159,0.761904762,272
0.080357143,0.0625,0.089285714,0.245535714,0.522321429,1097,,,,,,,0.015625,0.03125,0.03125,0.15625,0.765625,274
0.08,0.062222222,0.093333333,0.244444444,0.52,1100,,,,,,,0.015384615,0.030769231,0.030769231,0.153846154,0.769230769,274
0.079646018,0.061946903,0.092920354,0.243362832,0.522123894,1104,,,,,,,0.015151515,0.03030303,0.03030303,0.151515152,0.772727273,277
0.083700441,0.061674009,0.092511013,0.242290749,0.519823789,1112,,,,,,,0.014925373,0.029850746,0.029850746,0.149253731,0.776119403,278
0.083333333,0.061403509,0.092105263,0.24122807,0.521929825,1117,,,,,,,0.014705882,0.029411765,0.029411765,0.147058824,0.779411765,278
0.082969432,0.061135371,0.091703057,0.240174672,0.524017467,1126,,,,,,,0.014492754,0.028985507,0.028985507,0.15942029,0.768115942,280
0.082608696,0.060869565,0.091304348,0.239130435,0.526086957,1131,,,,,,,0.014285714,0.028571429,0.042857143,0.157142857,0.757142857,284
0.082251082,0.060606061,0.095238095,0.238095238,0.523809524,1134,,,,,,,0.014084507,0.028169014,0.042253521,0.154929577,0.76056338,284
0.086206897,0.060344828,0.094827586,0.237068966,0.521551724,1137,,,,,,,0.013888889,0.041666667,0.041666667,0.152777778,0.75,284
0.08583691,0.060085837,0.094420601,0.236051502,0.52360515,1138,,,,,,,0.01369863,0.04109589,0.04109589,0.164383562,0.739726027,284
0.085470085,0.05982906,0.094017094,0.235042735,0.525641026,1141,,,,,,,0.013513514,0.040540541,0.040540541,0.175675676,0.72972973,288
0.085106383,0.059574468,0.093617021,0.234042553,0.527659574,1142,,,,,,,0.013333333,0.04,0.04,0.173333333,0.733333333,290
0.084745763,0.059322034,0.093220339,0.237288136,0.525423729,1149,,,,,,,0.013157895,0.039473684,0.039473684,0.171052632,0.736842105,292
0.084388186,0.05907173,0.092827004,0.23628692,0.52742616,1152,,,,,,,0.012987013,0.038961039,0.038961039,0.181818182,0.727272727,293
0.084033613,0.058823529,0.092436975,0.239495798,0.525210084,1153,,,,,,,0.012820513,0.038461538,0.038461538,0.179487179,0.730769231,293
0.083682008,0.058577406,0.092050209,0.242677824,0.523012552,1158,,,,,,,0.012658228,0.037974684,0.037974684,0.17721519,0.734177215,293
0.083333333,0.0625,0.091666667,0.241666667,0.520833333,1162,,,,,,,0.0125,0.0375,0.0375,0.175,0.7375,294
0.082987552,0.066390041,0.091286307,0.2406639,0.518672199,1168,,,,,,,0.012345679,0.037037037,0.037037037,0.172839506,0.740740741,295
0.08677686,0.066115702,0.090909091,0.239669421,0.516528926,1168,,,,,,,0.024390244,0.036585366,0.036585366,0.170731707,0.731707317,300
0.086419753,0.065843621,0.090534979,0.242798354,0.514403292,1170,,,,,,,0.024096386,0.048192771,0.036144578,0.168674699,0.722891566,302
0.086065574,0.06557377,0.090163934,0.241803279,0.516393443,1172,,,,,,,0.023809524,0.047619048,0.035714286,0.166666667,0.726190476,302
0.085714286,0.065306122,0.089795918,0.240816327,0.518367347,1176,,,,,,,0.023529412,0.047058824,0.035294118,0.164705882,0.729411765,310
0.085365854,0.06504065,0.089430894,0.243902439,0.516260163,1178,,,,,,,0.023255814,0.046511628,0.034883721,0.162790698,0.73255814,314
0.085020243,0.064777328,0.089068826,0.246963563,0.51417004,1178,,,,,,,0.022988506,0.045977011,0.034482759,0.16091954,0.735632184,321
0.084677419,0.064516129,0.088709677,0.245967742,0.516129032,1184,,,,,,,0.022727273,0.045454545,0.045454545,0.159090909,0.727272727,324
0.084337349,0.064257028,0.088353414,0.24497992,0.518072289,1193,,,,,,,0.02247191,0.04494382,0.04494382,0.157303371,0.730337079,327
0.084,0.064,0.088,0.244,0.52,1195,,,,,,,0.022222222,0.044444444,0.044444444,0.155555556,0.733333333,328
0.083665339,0.06374502,0.087649402,0.243027888,0.521912351,1196,,,,,,,0.021978022,0.043956044,0.054945055,0.153846154,0.725274725,330
0.083333333,0.063492063,0.087301587,0.242063492,0.523809524,1203,,,,,,,0.02173913,0.043478261,0.054347826,0.152173913,0.72826087,331
0.083003953,0.063241107,0.086956522,0.241106719,0.5256917,1207,,,,,,,0.021505376,0.043010753,0.053763441,0.150537634,0.731182796,332
0.082677165,0.062992126,0.086614173,0.24015748,0.527559055,1209,,,,,,,0.021276596,0.042553191,0.053191489,0.14893617,0.734042553,336
0.082352941,0.062745098,0.08627451,0.239215686,0.529411765,1212,,,,,,,0.021052632,0.042105263,0.052631579,0.147368421,0.736842105,337
0.08203125,0.0625,0.0859375,0.23828125,0.53125,1213,,,,,,,0.020833333,0.041666667,0.052083333,0.15625,0.729166667,340
0.081712062,0.062256809,0.085603113,0.237354086,0.53307393,1217,,,,,,,0.020618557,0.041237113,0.051546392,0.154639175,0.731958763,343
0.081395349,0.062015504,0.085271318,0.240310078,0.531007752,1220,,,,,,,0.020408163,0.040816327,0.051020408,0.163265306,0.724489796,343
0.081081081,0.061776062,0.084942085,0.239382239,0.532818533,1222,,,,,,,0.02020202,0.04040404,0.060606061,0.161616162,0.717171717,344
0.084615385,0.061538462,0.084615385,0.238461538,0.530769231,1224,,,,,,,0.02,0.04,0.06,0.16,0.72,345
0.084291188,0.061302682,0.084291188,0.237547893,0.53256705,1227,,,,,,,0.01980198,0.03960396,0.059405941,0.158415842,0.722772277,345
0.083969466,0.064885496,0.083969466,0.236641221,0.530534351,1236,,,,,,,0.019607843,0.039215686,0.058823529,0.156862745,0.725490196,345
0.08365019,0.064638783,0.08365019,0.235741445,0.532319392,1246,,,,,,,0.029126214,0.038834951,0.058252427,0.155339806,0.718446602,351
0.083333333,0.064393939,0.083333333,0.238636364,0.53030303,1246,,,,,,,0.028846154,0.038461538,0.057692308,0.153846154,0.721153846,352
0.083018868,0.064150943,0.083018868,0.241509434,0.528301887,1253,,,,,,,0.028571429,0.038095238,0.057142857,0.152380952,0.723809524,352
0.082706767,0.063909774,0.082706767,0.240601504,0.530075188,1254,,,,,,,0.028301887,0.037735849,0.056603774,0.150943396,0.726415094,354
0.082397004,0.063670412,0.082397004,0.243445693,0.528089888,1254,,,,,,,0.028037383,0.037383178,0.056074766,0.14953271,0.728971963,359
0.082089552,0.063432836,0.082089552,0.246268657,0.526119403,1261,,,,,,,0.027777778,0.046296296,0.055555556,0.148148148,0.722222222,360
0.081784387,0.063197026,0.081784387,0.249070632,0.524163569,1263,,,,,,,0.027522936,0.04587156,0.055045872,0.146788991,0.724770642,361
0.081481481,0.066666667,0.081481481,0.248148148,0.522222222,1278,,,,,,,0.027272727,0.045454545,0.054545455,0.154545455,0.718181818,366
0.081180812,0.066420664,0.081180812,0.247232472,0.52398524,1287,,,,,,,0.027027027,0.045045045,0.054054054,0.153153153,0.720720721,366
0.080882353,0.066176471,0.080882353,0.246323529,0.525735294,1296,,,,,,,0.026785714,0.044642857,0.053571429,0.151785714,0.723214286,366
0.080586081,0.065934066,0.080586081,0.249084249,0.523809524,1297,,,,,,,0.026548673,0.044247788,0.053097345,0.150442478,0.725663717,367
0.080291971,0.065693431,0.080291971,0.248175182,0.525547445,1299,,,,,,,0.026315789,0.043859649,0.052631579,0.149122807,0.728070175,372
0.08,0.065454545,0.08,0.247272727,0.527272727,1300,,,,,,,0.026086957,0.043478261,0.052173913,0.147826087,0.730434783,376
0.079710145,0.065217391,0.079710145,0.246376812,0.528985507,1302,,,,,,,0.025862069,0.043103448,0.051724138,0.146551724,0.732758621,378
0.079422383,0.064981949,0.079422383,0.245487365,0.530685921,1303,,,,,,,0.025641026,0.042735043,0.051282051,0.153846154,0.726495726,380
0.079136691,0.064748201,0.079136691,0.244604317,0.532374101,1304,,,,,,,0.025423729,0.042372881,0.050847458,0.152542373,0.728813559,381
0.078853047,0.064516129,0.078853047,0.243727599,0.534050179,1306,,,,,,,0.025210084,0.042016807,0.058823529,0.151260504,0.722689076,381
0.078571429,0.067857143,0.078571429,0.242857143,0.532142857,1309,,,,,,,0.025,0.041666667,0.058333333,0.158333333,0.716666667,381
0.078291815,0.067615658,0.078291815,0.241992883,0.533807829,1314,,,,,,,0.024793388,0.041322314,0.05785124,0.165289256,0.710743802,382
0.078014184,0.067375887,0.078014184,0.241134752,0.535460993,1314,,,,,,,0.024590164,0.040983607,0.057377049,0.163934426,0.713114754,383
0.077738516,0.067137809,0.077738516,0.243816254,0.533568905,1325,,,,,,,0.024390244,0.040650407,0.056910569,0.162601626,0.715447154,385
0.077464789,0.066901408,0.077464789,0.242957746,0.535211268,1329,,,,,,,0.024193548,0.040322581,0.064516129,0.161290323,0.709677419,385
0.077192982,0.066666667,0.077192982,0.242105263,0.536842105,1333,,,,,,,0.024,0.04,0.064,0.16,0.712,385
0.076923077,0.066433566,0.076923077,0.241258741,0.538461538,1334,,,,,,,0.023809524,0.03968254,0.063492063,0.158730159,0.714285714,385
0.076655052,0.066202091,0.076655052,0.240418118,0.540069686,1341,,,,,,,0.023622047,0.039370079,0.062992126,0.157480315,0.716535433,385
0.076388889,0.065972222,0.076388889,0.239583333,0.541666667,1343,,,,,,,0.0234375,0.0390625,0.0625,0.15625,0.71875,385
0.076124567,0.065743945,0.076124567,0.238754325,0.543252595,1348,,,,,,,0.023255814,0.03875969,0.062015504,0.15503876,0.720930233,388
0.075862069,0.065517241,0.075862069,0.237931034,0.544827586,1351,,,,,,,0.023076923,0.038461538,0.061538462,0.153846154,0.723076923,390
0.075601375,0.065292096,0.075601375,0.237113402,0.546391753,1373,,,,,,,0.022900763,0.038167939,0.061068702,0.152671756,0.72519084,390
0.075342466,0.068493151,0.075342466,0.23630137,0.544520548,1377,,,,,,,0.022727273,0.037878788,0.060606061,0.151515152,0.727272727,390
0.075085324,0.068259386,0.075085324,0.23890785,0.542662116,1381,,,,,,,0.022556391,0.037593985,0.060150376,0.15037594,0.729323308,390
0.074829932,0.068027211,0.074829932,0.241496599,0.540816327,1382,,,,,,,0.02238806,0.037313433,0.059701493,0.149253731,0.731343284,392
0.074576271,0.06779661,0.074576271,0.240677966,0.542372881,1385,,,,,,,0.022222222,0.037037037,0.059259259,0.148148148,0.733333333,393
0.074324324,0.067567568,0.074324324,0.239864865,0.543918919,1386,,,,,,,0.022058824,0.036764706,0.058823529,0.147058824,0.735294118,394
0.074074074,0.067340067,0.074074074,0.239057239,0.545454545,1387,,,,,,,0.02189781,0.03649635,0.058394161,0.145985401,0.737226277,399
0.077181208,0.067114094,0.073825503,0.238255034,0.543624161,1388,,,,,,,0.02173913,0.036231884,0.057971014,0.144927536,0.739130435,400
0.076923077,0.070234114,0.073578595,0.237458194,0.54180602,1389,,,,,,,0.021582734,0.035971223,0.057553957,0.151079137,0.73381295,404
0.076666667,0.07,0.073333333,0.236666667,0.543333333,1389,,,,,,,0.021428571,0.035714286,0.057142857,0.15,0.735714286,404
0.07641196,0.069767442,0.073089701,0.235880399,0.544850498,1393,,,,,,,0.021276596,0.042553191,0.056737589,0.14893617,0.730496454,407
0.07615894,0.069536424,0.072847682,0.235099338,0.546357616,1394,,,,,,,0.021126761,0.042253521,0.056338028,0.147887324,0.732394366,408
0.075907591,0.069306931,0.075907591,0.234323432,0.544554455,1398,,,,,,,0.020979021,0.041958042,0.055944056,0.146853147,0.734265734,410
0.075657895,0.069078947,0.075657895,0.236842105,0.542763158,1399,,,,,,,0.020833333,0.041666667,0.055555556,0.145833333,0.736111111,415
0.075409836,0.068852459,0.075409836,0.239344262,0.540983607,1403,,,,,,,0.020689655,0.04137931,0.055172414,0.144827586,0.737931034,418
0.075163399,0.068627451,0.075163399,0.241830065,0.539215686,1404,,,,,,,0.020547945,0.047945205,0.054794521,0.143835616,0.732876712,423
0.078175896,0.068403909,0.074918567,0.241042345,0.537459283,1406,,,,,,,0.020408163,0.047619048,0.06122449,0.142857143,0.727891156,428
0.077922078,0.068181818,0.074675325,0.243506494,0.535714286,1407,,,,,,,0.02027027,0.047297297,0.060810811,0.148648649,0.722972973,428
0.077669903,0.067961165,0.077669903,0.242718447,0.533980583,1441,,,,,,,0.020134228,0.046979866,0.060402685,0.154362416,0.718120805,428
0.077419355,0.067741935,0.077419355,0.241935484,0.535483871,1441,,,,,,,0.02,0.046666667,0.06,0.153333333,0.72,429
0.080385852,0.067524116,0.077170418,0.241157556,0.533762058,1441,,,,,,,0.01986755,0.046357616,0.059602649,0.152317881,0.721854305,431
0.080128205,0.067307692,0.076923077,0.240384615,0.53525641,1446,,,,,,,0.019736842,0.046052632,0.059210526,0.151315789,0.723684211,433
0.079872204,0.067092652,0.076677316,0.239616613,0.536741214,1451,,,,,,,0.019607843,0.045751634,0.058823529,0.150326797,0.725490196,434
0.082802548,0.066878981,0.076433121,0.238853503,0.535031847,1457,,,,,,,0.019480519,0.045454545,0.058441558,0.149350649,0.727272727,436
0.082539683,0.066666667,0.076190476,0.241269841,0.533333333,1458,,,,,,,0.019354839,0.051612903,0.058064516,0.148387097,0.722580645,437
0.082278481,0.066455696,0.075949367,0.240506329,0.534810127,1458,,,,,,,0.025641026,0.051282051,0.057692308,0.147435897,0.717948718,441
0.082018927,0.066246057,0.075709779,0.242902208,0.533123028,1462,,,,,,,0.025477707,0.050955414,0.057324841,0.146496815,0.719745223,441
0.081761006,0.066037736,0.075471698,0.242138365,0.534591195,1463,,,,,,,0.025316456,0.050632911,0.056962025,0.151898734,0.715189873,451
0.081504702,0.065830721,0.07523511,0.24137931,0.536050157,1463,,,,,,,0.025157233,0.050314465,0.056603774,0.150943396,0.716981132,451
0.08125,0.065625,0.075,0.24375,0.534375,1469,,,,,,,0.025,0.05,0.05625,0.15,0.71875,452
0.080996885,0.065420561,0.074766355,0.242990654,0.535825545,1474,,,,,,,0.02484472,0.049689441,0.055900621,0.149068323,0.720496894,455
0.080745342,0.065217391,0.074534161,0.245341615,0.534161491,1478,,,,,,,0.024691358,0.049382716,0.055555556,0.148148148,0.722222222,468
0.080495356,0.06501548,0.077399381,0.244582043,0.53250774,1479,,,,,,,0.030674847,0.049079755,0.055214724,0.147239264,0.717791411,469
0.080246914,0.064814815,0.077160494,0.24382716,0.533950617,1479,,,,,,,0.030487805,0.048780488,0.054878049,0.146341463,0.719512195,473
0.08,0.064615385,0.076923077,0.243076923,0.535384615,1480,,,,,,,0.03030303,0.048484848,0.054545455,0.151515152,0.715151515,480
0.079754601,0.064417178,0.076687117,0.242331288,0.536809816,1481,,,,,,,0.030120482,0.048192771,0.054216867,0.15060241,0.71686747,481
0.079510703,0.064220183,0.076452599,0.244648318,0.535168196,1483,,,,,,,0.02994012,0.047904192,0.053892216,0.149700599,0.718562874,482
0.079268293,0.06402439,0.076219512,0.243902439,0.536585366,1483,,,,,,,0.029761905,0.047619048,0.053571429,0.148809524,0.720238095,484
0.079027356,0.063829787,0.075987842,0.246200608,0.534954407,1483,,,,,,,0.029585799,0.047337278,0.053254438,0.147928994,0.721893491,486
0.078787879,0.063636364,0.075757576,0.245454545,0.536363636,1483,,,,,,,0.029411765,0.047058824,0.052941176,0.147058824,0.723529412,486
0.081570997,0.063444109,0.075528701,0.244712991,0.534743202,1484,,,,,,,0.029239766,0.046783626,0.052631579,0.14619883,0.725146199,486
0.081325301,0.063253012,0.075301205,0.243975904,0.536144578,1486,,,,,,,0.029069767,0.046511628,0.052325581,0.145348837,0.726744186,486
0.081081081,0.063063063,0.075075075,0.243243243,0.537537538,1486,,,,,,,0.028901734,0.046242775,0.052023121,0.144508671,0.728323699,487
0.080838323,0.062874251,0.074850299,0.24251497,0.538922156,1486,,,,,,,0.028735632,0.045977011,0.051724138,0.143678161,0.729885057,487
0.080597015,0.065671642,0.074626866,0.241791045,0.537313433,1487,,,,,,,0.028571429,0.045714286,0.051428571,0.142857143,0.731428571,489
0.080357143,0.06547619,0.074404762,0.241071429,0.538690476,1488,,,,,,,0.028409091,0.045454545,0.056818182,0.142045455,0.727272727,489
0.083086053,0.065281899,0.074183976,0.240356083,0.537091988,1490,,,,,,,0.028248588,0.04519774,0.056497175,0.141242938,0.728813559,491
0.082840237,0.065088757,0.073964497,0.23964497,0.538461538,1491,,,,,,,0.028089888,0.04494382,0.056179775,0.140449438,0.730337079,493
0.08259587,0.064896755,0.073746313,0.238938053,0.539823009,1499,,,,,,,0.027932961,0.044692737,0.055865922,0.139664804,0.731843575,499
0.082352941,0.064705882,0.073529412,0.238235294,0.541176471,1501,,,,,,,0.027777778,0.044444444,0.055555556,0.138888889,0.733333333,501
0.085043988,0.064516129,0.073313783,0.237536657,0.539589443,1502,,,,,,,0.027624309,0.044198895,0.055248619,0.138121547,0.73480663,503
0.084795322,0.064327485,0.073099415,0.239766082,0.538011696,1502,,,,,,,0.027472527,0.043956044,0.054945055,0.137362637,0.736263736,505
0.084548105,0.064139942,0.072886297,0.239067055,0.539358601,1503,,,,,,,0.027322404,0.043715847,0.054644809,0.136612022,0.737704918,505
0.084302326,0.063953488,0.072674419,0.238372093,0.540697674,1503,,,,,,,0.027173913,0.043478261,0.054347826,0.135869565,0.739130435,506
0.084057971,0.063768116,0.072463768,0.237681159,0.542028986,1503,,,,,,,0.027027027,0.043243243,0.054054054,0.135135135,0.740540541,515
0.083815029,0.063583815,0.072254335,0.23699422,0.543352601,1503,,,,,,,0.02688172,0.043010753,0.053763441,0.139784946,0.73655914,518
0.083573487,0.063400576,0.07204611,0.239193084,0.541786744,1507,,,,,,,0.026737968,0.042780749,0.053475936,0.144385027,0.732620321,518
0.083333333,0.063218391,0.074712644,0.238505747,0.540229885,1507,,,,,,,0.026595745,0.04787234,0.053191489,0.143617021,0.728723404,518
0.083094556,0.063037249,0.074498567,0.240687679,0.538681948,1507,,,,,,,0.026455026,0.047619048,0.052910053,0.142857143,0.73015873,522
0.082857143,0.062857143,0.074285714,0.24,0.54,1509,,,,,,,0.026315789,0.047368421,0.052631579,0.142105263,0.731578947,524
0.082621083,0.062678063,0.074074074,0.239316239,0.541310541,1511,,,,,,,0.02617801,0.047120419,0.057591623,0.141361257,0.727748691,525
0.082386364,0.0625,0.073863636,0.241477273,0.539772727,1511,,,,,,,0.026041667,0.046875,0.057291667,0.140625,0.729166667,528
0.082152975,0.062322946,0.073654391,0.240793201,0.541076487,1512,,,,,,,0.025906736,0.046632124,0.056994819,0.139896373,0.730569948,528
0.081920904,0.062146893,0.073446328,0.240112994,0.542372881,1524,,,,,,,0.025773196,0.046391753,0.06185567,0.139175258,0.726804124,528
0.081690141,0.061971831,0.073239437,0.23943662,0.543661972,1525,,,,,,,0.025641026,0.046153846,0.061538462,0.138461538,0.728205128,528
0.081460674,0.061797753,0.073033708,0.238764045,0.54494382,1526,,,,,,,0.025510204,0.045918367,0.06122449,0.137755102,0.729591837,530
0.081232493,0.06162465,0.072829132,0.240896359,0.543417367,1528,,,,,,,0.025380711,0.045685279,0.060913706,0.137055838,0.730964467,530
