HR,info,emotion_total,emotion_polarity,rating,time_difference,vine,verified_purchase
,0.002072449,3,3,4,5267,0,1
,0.111287834,1,1,4,5267,0,1
,0.033612496,4,4,4,5267,0,1
,0.825189055,3,-3,4,5267,0,1
,0.564121789,5,5,4,5267,0,1
,0.116606554,9,3,4,5267,0,1
,0,1,-1,1,5268,0,1
,0.84759348,3,3,5,5268,0,1
1,0.000893345,6,6,5,5268,0,1
,6.139644597,0,0,5,5268,0,1
,0.83432257,21,15,5,5268,0,0
0,0.019201622,10,10,4,5268,0,1
,0.068929015,0,0,4,5268,0,1
0.333333333,1.503941004,0,0,5,5268,0,0
,1.485473704,10,8,5,5268,0,1
1,0.424160005,11,5,5,5268,0,1
,0,13,-1,4,5268,0,1
,0.107049089,3,3,5,5268,0,1
,4.207513483,0,0,3,5268,0,1
0.5,0,12,12,3,5269,0,1
,0.092875458,0,0,5,5269,0,1
0.5,0.27269007,8,8,5,5269,0,1
,0.029092111,4,4,5,5269,0,1
,0.594770895,2,2,5,5269,0,1
,0.410514714,0,0,5,5269,0,1
,2.283885944,2,2,1,5269,0,1
1,0.003202462,8,8,5,5269,0,1
,0.000234596,0,0,3,5269,0,1
,0.095157682,3,3,5,5269,0,1
,0.333055795,3,3,5,5269,0,1
,0.057961292,3,3,5,5269,0,0
,0.011721397,2,2,3,5269,0,1
,0.260186271,0,0,5,5270,0,1
,0.068929015,3,3,5,5270,0,1
,0,0,0,5,5270,0,1
,2.674599881,0,0,5,5270,0,1
1,0.483994537,16,12,5,5270,0,0
,0.515484563,3,3,5,5270,0,1
,0,4,4,5,5270,0,1
0,0.09292063,0,0,5,5270,0,1
,0.11729004,6,6,5,5270,0,1
,0,3,3,5,5270,0,1
,0.242834794,3,3,5,5270,0,1
,0.041452007,0,0,4,5270,0,1
,0.54531421,0,0,5,5270,0,1
,0.298937729,4,0,3,5270,0,1
,0.236676665,0,0,5,5270,0,1
,0.283970004,0,0,5,5270,0,1
,0.002375065,6,6,5,5270,0,1
0,0.009829012,3,3,4,5270,0,1
,0.048842049,3,3,5,5271,0,1
,0.087295823,0,0,5,5271,0,1
,0.177809261,2,2,5,5271,0,1
1,0.658103707,3,3,3,5271,0,1
1,0.202245197,8,4,2,5271,0,1
,0.068929015,6,6,4,5271,0,1
,0.015921545,3,3,5,5271,0,1
,0.057135253,0,0,4,5271,0,1
,0.449471777,5,5,4,5271,0,1
1,0.555412133,8,6,5,5271,0,1
,0.41860611,4,-4,1,5271,0,1
,4.051647621,9,9,4,5271,0,1
,0.776069384,25,13,5,5271,0,1
1,0.584154918,8,8,5,5271,0,1
1,0.022211445,6,-6,1,5271,0,0
,0.005563958,0,0,5,5271,0,1
0.2,2.371054129,2,-2,1,5271,0,1
0.666666667,0.068929015,30,22,5,5271,0,1
0,0.567604311,0,0,5,5272,0,1
,0.058242271,5,5,4,5272,0,1
,1.219161636,0,0,5,5272,0,1
0.833333333,0.485770184,13,-5,1,5272,0,1
,1.539019345,3,3,5,5272,0,1
,0.034285553,3,1,3,5272,0,1
,0.019954656,0,0,5,5272,0,1
,0.149839285,2,2,4,5272,0,1
,0.133360257,4,4,4,5272,0,1
0,0.102686189,0,0,5,5272,0,1
0,0.042046315,0,0,5,5272,0,1
,0,3,3,5,5272,0,1
0,0.110820258,0,0,5,5272,0,1
,0,0,0,5,5272,0,1
,0.010621728,0,0,5,5272,0,1
,0.014851484,2,-2,3,5273,0,1
0,0.156904136,0,0,5,5273,0,1
,0.232430317,0,0,3,5273,0,1
,1.269782937,8,4,1,5273,0,0
1,0.153787367,16,16,4,5273,0,1
,0.085977611,3,3,5,5273,0,1
1,0.009484002,3,3,5,5273,0,1
,0.958682524,4,4,5,5273,0,1
,0.058018565,2,2,4,1818864,0,1
1,1.621914996,4,4,5,1818864,0,1
,0.099807673,3,1,1,1818864,0,1
0,0.558884586,4,2,5,1818864,0,1
,0.396683158,8,8,5,1818864,0,1
0,3.545377428,7,3,3,1818864,0,1
0.857142857,0,54,54,5,1818864,0,0
,0.972639264,0,0,5,1818864,0,1
,0.076102244,6,2,5,1818864,0,1
0,0.095211054,6,4,5,1818864,0,1
,1.01975523,2,2,5,1818864,0,1
1,0,21,13,5,1818864,0,1
,0.510438997,0,0,2,1818864,0,1
,0.095121798,11,11,5,1818864,0,1
,0.022211445,3,3,5,1818864,0,1
0,0.009484002,3,3,5,1818864,0,1
,0.098598344,0,0,5,1818864,0,1
,0,3,3,2,1818864,0,1
,0.430817725,3,-3,5,1818864,0,1
0,0.014000698,5,5,5,1818864,0,1
,0.380406432,0,0,5,1818864,0,1
,1.440841451,1,-1,4,1818864,0,1
1,0.447438268,10,4,4,1818864,0,1
1,0.05284704,0,0,5,1818864,0,1
1,0.420058967,0,0,3,1818864,0,1
1,18.58676114,6,4,1,1818864,0,1
,0.068929015,100,60,5,1818864,0,0
,0.243149415,0,0,5,1818864,0,1
,0.17631306,0,0,5,1818864,0,1
0,0.04973052,10,10,4,1818865,0,1
,0.138141849,3,3,5,1818865,0,1
,0.068929015,0,0,5,1818865,0,1
,0.614102335,3,3,5,1818865,0,1
,1.832936918,10,4,1,1818865,0,0
,0.099433389,7,1,5,1818865,0,0
1,0.554565126,1,-1,5,1818865,0,1
0.5,0.039928375,6,6,3,1818865,0,0
,0,3,3,5,1818865,0,1
0,0.359441293,3,3,4,1818865,0,1
1,0.028921851,0,0,5,1818865,0,1
0,0.561399443,0,0,5,1818865,0,1
,0.548023572,2,2,5,1818865,0,1
,0.011045041,6,6,5,1818865,0,1
1,0.379777455,2,2,3,1818865,0,1
,0.303828341,9,-3,2,1818866,0,0
1,0.046522023,2,2,2,1818866,0,1
,0.404539017,7,7,5,1818866,0,1
,0.093776069,3,1,2,1818866,0,1
0,0.060256738,0,0,5,1818866,0,1
,0.075122159,0,0,3,1818866,0,1
,0.027410844,1,-1,2,1818866,0,1
,1.476961923,0,0,4,1818866,0,1
,0.847407559,8,0,5,1818866,0,1
,0.509066716,1,1,5,1818866,0,1
,0.216110255,0,0,5,1818866,0,1
0,0.679643943,0,0,5,1818866,0,1
,0.160734799,9,7,4,1818866,0,1
1,0.479859191,2,-2,1,1818866,0,1
,0.02753515,2,2,5,1818866,0,1
,0.543622264,0,0,4,1818866,0,1
,0.043578187,6,2,4,1818866,0,1
,0.7845672,5,5,4,1818866,0,1
,4.506552331,0,0,5,1818866,0,0
0.985915493,0.002573603,32,10,5,1818867,0,1
,0.302362695,2,-2,3,1818867,0,1
,0.505486812,0,0,4,1818867,0,1
,0.207024047,6,6,5,1818867,0,1
,3.49024524,12,12,3,1818867,0,1
0.904761905,0.162015695,47,23,5,1818867,0,1
,0.586234034,2,2,4,1818867,0,1
,0.170290156,5,5,5,1818867,0,1
0,0.034285553,0,0,4,1818867,0,1
,0.446789179,3,3,5,1818867,0,1
1,0.388547519,4,4,4,1818867,0,1
,0.342671416,6,6,4,1818867,0,1
,0.064508771,0,0,5,1818867,0,1
,0.089380719,0,0,4,1818867,0,1
,0.257046224,3,1,5,1818867,0,1
,0.095687422,0,0,5,1818867,0,1
1,0.344830419,15,5,2,1818867,0,1
0,1.32919462,10,-4,3,1818867,0,1
1,0.018367752,3,3,5,1818868,0,1
,0.019947124,3,3,5,1818868,0,1
,0.40805848,0,0,1,1818868,0,1
,0.458566254,0,0,5,1818868,0,1
,0,0,0,5,1818868,0,1
,0.320002588,0,0,5,1818868,0,1
0.909090909,0.945413557,4,-4,1,1818868,0,1
,0.453487618,7,7,5,1818868,0,1
1,7.432486942,4,4,4,1818868,0,1
0.974468085,0,46,14,5,1818868,0,0
,0.09114046,0,0,5,1818868,0,1
,0.005780806,6,6,5,1818868,0,1
,0.158463286,0,0,4,1818868,0,1
,0.074295994,6,6,5,1818868,0,1
,0.458566254,0,0,4,1818868,0,1
,0.055376794,3,3,5,1818868,0,1
0,0.066450402,3,1,1,1818868,0,1
,0.40507629,1,-1,5,1818868,0,1
1,0.094163724,0,0,1,1818868,0,1
,0.534793001,3,3,4,1818868,0,1
,0.216110255,1,-1,4,1818868,0,1
,0.014959234,0,0,4,1818868,0,0
0.5,0.361615421,3,3,5,1818868,0,1
,0.098130569,0,0,3,1818868,0,1
,0.478350362,0,0,5,1818868,0,1
,0.054959112,4,2,3,1818868,0,1
,0,4,4,5,1818869,0,1
,1.077557073,2,2,5,1818869,0,1
1,0.434321544,6,4,3,1818869,0,1
1,0.542454502,6,6,5,1818869,0,1
,0.6360398,0,0,5,1818869,0,1
,0.057168892,4,2,4,1818869,0,1
0,2.387687391,5,5,5,1818869,0,1
0.5,0.03892613,18,4,2,1818869,0,1
0.5,0.025655368,1,-1,2,1818869,0,1
0,0.008407165,0,0,1,1818869,0,1
,0.419535454,3,3,4,1818869,0,1
,0.447195753,3,3,5,1818869,0,1
,1.606154552,7,3,5,1818869,0,1
1,1.068825578,18,8,4,1818869,0,1
,0.711616497,3,3,5,1818869,0,1
,0.014959234,8,8,5,1818870,0,1
,0.043482791,0,0,5,1818870,0,1
0.777777778,0.040935969,3,-3,1,1818870,0,1
,1.624695448,0,0,4,1818870,0,1
0.5,0.458566254,10,2,5,1818870,0,1
,0.704941824,0,0,5,1818870,0,1
1,0.068653412,8,8,5,1818870,0,1
,0.042134507,4,4,5,1818870,0,1
,0.60953087,3,1,2,1818870,0,1
1,1.160711663,6,6,3,1818870,0,1
,0.394631058,8,8,3,1818870,0,1
0.875,0.030601853,1,-1,1,1818870,0,1
,1.190614671,5,5,5,1818870,0,1
0.833333333,0.0040917,20,6,1,1818870,0,1
,0.317867576,0,0,5,1818870,0,1
,0.176758246,1,1,3,1818870,0,1
,0.83743202,8,4,4,1818870,0,1
1,0.077939314,8,8,5,1818870,0,1
,1.257215359,3,3,4,1818870,0,1
0.8125,0.034285553,1,-1,1,1818870,0,1
,0.318797368,3,3,5,1818871,0,1
,0.048510768,3,3,5,1818871,0,1
0,0.034516208,3,3,3,1818871,0,1
,8.13E-05,8,2,5,1818871,0,1
,0.041112032,0,0,5,1818871,0,1
,1.415413381,2,2,5,1818871,0,1
0,0.064431242,6,6,3,1818871,0,1
,0.544702257,0,0,5,1818871,0,1
,0.340237618,2,2,4,1818871,0,1
,0,2,-2,2,1818871,0,1
,1.288480278,0,0,4,1818872,0,1
1,0.573964853,11,9,5,1818872,0,1
0,0.014959234,7,7,5,1818872,0,1
,0.007095565,3,3,5,1818872,0,1
,0.2900587,0,0,1,1818872,0,1
,0.163667376,2,2,3,1818872,0,1
,0.052370069,3,3,5,1818872,0,1
0,0.014959234,0,0,5,1818872,0,1
0,0.485610373,3,3,5,1818872,0,1
1,0.068929015,13,13,5,1818872,0,1
,0.31253948,0,0,5,1818872,0,1
,0.045272509,0,0,5,1818872,0,1
,0.850789885,0,0,5,1818872,0,1
0.666666667,0.753792988,13,1,5,-18120848,0,1
,1.110395932,3,3,5,-18120848,0,1
1,0.088877172,24,18,4,-18120848,0,1
,0.458566254,0,0,4,-18120848,0,1
,0.146898265,0,0,4,-18120848,0,1
,0.001658414,4,-4,3,-18120848,0,1
,0.148889674,3,3,5,-18120848,0,1
,0.643892616,0,0,5,-18120848,0,1
,0.249696753,1,1,5,-18120848,0,1
,0.037513358,8,6,5,-18120848,0,1
,0.081193319,3,3,5,-18120848,0,1
0,0.304270146,0,0,5,-18120848,0,0
,0.076152639,0,0,5,-18120848,0,1
1,0.734978349,2,2,5,-18120848,0,1
,0.504363418,4,4,3,-18120848,0,1
,0.785358624,0,0,5,-18120848,0,1
,0.278365378,7,5,5,-18120848,0,1
,0.178080819,2,2,5,-18120848,0,1
,0.076407529,2,2,5,-18120848,0,1
,0.064431242,0,0,5,-18120848,0,1
1,0.335070062,0,0,5,-18120848,0,1
,0.575514961,3,3,5,-18120847,0,1
,0.526037666,5,-1,5,-18120847,0,1
,0.568096607,2,2,3,-18120847,0,1
,0.096804444,2,2,4,-18120847,0,1
,0.285879682,7,5,5,-18120847,0,1
,0.040433646,0,0,5,-18120847,0,1
,0.561662866,6,6,5,-18120847,0,1
,0.018670456,3,3,5,-18120847,0,1
,0.849760102,2,2,5,-18120847,0,1
,0.456337834,8,4,5,-18120847,0,1
,0.912369269,2,2,5,-18120847,0,1
,0,9,7,4,-18120847,0,1
1,0.455282638,0,0,5,-18120847,0,1
1,1.566067709,15,13,4,-18120847,0,1
1,0.193584358,15,11,5,-18120847,0,0
,0.354196998,4,-4,1,-18120847,0,1
,0.475890312,6,0,5,-18120846,0,1
,0.18546244,0,0,5,-18120846,0,1
,2.207894903,7,5,5,-18120846,0,1
0,2.590941234,13,3,4,-18120846,0,1
,0.073648528,14,6,5,-18120846,0,0
,0.409520745,0,0,5,-18120846,0,1
,0.810085225,7,7,3,-18120846,0,1
,0.788248361,4,4,5,-18120846,0,1
,0.064431242,8,8,5,-18120846,0,1
,0.224677472,0,0,5,-18120846,0,0
,0.062571624,7,-7,1,-18120846,0,1
,0.008993275,0,0,5,-18120846,0,1
,0.621092153,2,2,2,-18120846,0,1
,0.023908166,1,1,5,-18120846,0,1
,0.047602701,3,3,5,-18120846,0,1
,0.329472613,0,0,5,-18120846,0,1
,1.25476355,0,0,5,-18120846,0,1
,0.438005959,9,5,4,-18120846,0,0
,0.462518589,1,1,5,-18120846,0,1
,0.558867934,8,2,2,-18120846,0,1
,0.612950312,8,8,5,-18120846,0,1
1,0.192510646,8,8,5,-18120846,0,1
,0.017380615,2,2,1,-18120846,0,1
,0.481599715,0,0,5,-18120846,0,1
,0.84544264,8,8,5,-18120846,0,1
1,0.086849377,4,0,3,-18120846,0,1
0,0,0,0,5,-18120845,0,1
1,0.060257892,0,0,1,-18120845,0,1
,0.007151472,2,2,3,-18120845,0,1
0,0.694066265,0,0,3,-18120845,0,1
,0.048405756,5,5,5,-18120845,0,1
,1.327481881,1,1,5,-18120845,0,1
1,0.050417288,21,19,5,-18120845,0,1
,0.034461179,1,-1,1,-18120845,0,1
,0.507703291,0,0,4,-18120845,0,1
,0.084698863,3,3,5,-18120845,0,1
1,0.019617767,0,0,3,-18120845,0,1
,0.393971307,0,0,5,-18120845,0,1
,0.02444593,3,3,5,-18120844,0,1
,0.044076016,3,3,4,-18120844,0,1
0,0.055702635,0,0,5,-18120844,0,0
,8.13E-05,9,7,5,-18120844,0,1
,3.044502875,0,0,5,-18120844,0,1
1,0.281457064,9,7,5,-18120844,0,1
,0.014959234,13,9,2,-18120844,0,1
,0.009484002,0,0,5,-18120844,0,1
,1.021338026,0,0,4,-18120844,0,1
0.5,0.495744452,12,6,2,-18120844,0,1
,0.541751738,0,0,4,-18120844,0,1
,0,8,8,4,-18120844,0,1
,0.005228891,0,0,2,-18120844,0,1
,0.074599515,0,0,5,-18120844,0,1
,0.94616033,2,-2,3,-18120844,0,1
,0.323208532,6,2,5,-18120844,0,1
,0.070854961,11,11,5,-18120843,0,1
,0.492130227,4,4,4,-18120843,0,1
1,0.458566254,1,-1,5,-18120843,0,1
,0.55326984,3,3,5,-18120843,0,1
1,0.085621745,0,0,5,-18120843,0,1
,1.877909549,2,2,5,-18120843,0,1
0,0.847570804,46,38,5,-18120843,0,1
,0.000416463,2,2,5,-18120842,0,1
0,0.360375779,0,0,5,-18120842,0,1
,0.170849702,8,8,4,-18120842,0,1
,0.5265218,2,2,5,-18120842,0,0
0,0.459707834,2,-2,1,-18120842,0,1
,0.257362337,6,6,5,-18120842,0,1
1,0.826724716,4,4,2,-18120842,0,1
,0.736116475,6,6,4,-18120841,0,1
,0.239364533,20,20,5,-18120841,0,1
,0.005295127,6,6,5,-18120841,0,1
,0.281626258,2,2,1,-18120841,0,1
,0.173084496,2,2,1,-18120841,0,1
,0.024016819,8,4,5,-18120841,0,1
,0.068929015,0,0,3,-18120841,0,1
,0.335406809,3,3,5,-18120841,0,1
,0.091891171,3,3,4,-18120841,0,1
,0.212466325,3,3,5,-18120841,0,1
1,0.555439171,15,9,5,-18120841,0,1
1,0.545024711,8,0,1,-18120841,0,1
,1.014295236,3,-3,1,-18120841,0,1
1,0.400089837,3,3,5,-18120841,0,1
,0,1,1,4,-18120841,0,1
0,0.194122267,0,0,5,-18120841,0,1
,0.068929015,0,0,4,-18120841,0,1
,1.080900163,0,0,5,-18120840,0,1
,0,4,2,5,-18120840,0,1
,0.293116963,0,0,3,-18120840,0,1
,0.056778416,5,5,4,-18120840,0,1
,0.028921851,0,0,4,-18120840,0,1
,1.37501654,0,0,5,-18120840,0,1
0.714285714,0.133957252,8,4,3,-18120840,0,1
,0.036510074,3,1,5,-18120840,0,1
,0.076220497,0,0,4,-18120840,0,1
,0.255481985,5,5,5,-18120840,0,1
,3.421874489,0,0,5,-18120840,0,1
0.5,0.176096984,21,15,3,-18120840,1,0
,0.025437841,2,2,5,-18120840,0,1
,0.458566254,0,0,4,-18120840,0,1
,2.035600369,0,0,5,-18120840,0,1
,0,7,7,5,-18120840,0,0
0.666666667,1.025521036,0,0,5,-18120840,0,1
,0.00077795,8,8,5,-18120839,0,1
0,0.014521314,0,0,5,-18120839,0,1
,0.297492931,0,0,5,-18120839,0,1
,1.008565703,11,9,5,-18120839,0,0
,0.317835714,9,9,5,-18120839,0,1
,0.241231401,10,2,5,-18120839,0,1
,0.13103234,5,5,5,-18120839,0,1
,0.088580532,2,2,5,-18120839,0,1
1,0.653747741,0,0,5,-18120839,0,1
1,1.849037179,4,4,1,-18120839,0,1
,0.216110255,11,1,4,-18120839,0,1
,1.140659602,3,3,4,-18120838,0,1
,0.897657142,7,3,4,-18120838,0,1
0.853658537,0.179227891,5,5,5,-18120838,0,1
,0.034692169,5,5,5,-18120838,0,1
1,0.534129786,0,0,3,-18120838,0,1
,0.044076016,6,6,5,-18120838,0,1
,0,3,3,5,-18120838,0,1
,0.210464711,0,0,5,-18120838,0,1
0.75,2.071148743,6,2,4,-18120838,0,1
,0.750525041,13,13,5,-18120837,0,1
,0.571205601,7,7,4,-18120837,0,1
,1.286732602,1,1,5,-18120837,0,1
1,0.018088545,7,3,5,-18120837,0,1
1,1.551318967,0,0,5,-18120837,0,1
0.5,0.066532431,9,-1,1,-18120837,0,1
,0.068929015,0,0,5,-18120836,0,0
,0.037960814,0,0,5,-18120836,0,1
1,0.516624323,2,-2,4,-18120836,0,1
,0.486197553,2,2,2,-18120836,0,1
0.8,1.262140322,3,3,4,-18120836,0,1
,0.142168326,8,2,4,-18120836,0,1
,1.083162079,2,2,5,-18120836,0,1
1,1.175737616,6,6,4,-18120836,0,1
,6.205632038,8,-8,2,-18120836,0,1
0.5,0.327688815,34,34,5,-18120836,0,0
1,0.867238844,1,1,5,-18120835,0,1
,0.553498389,10,10,5,-18120835,0,1
,0,6,4,4,-18120835,0,0
1,1.584777477,0,0,5,-18120835,0,1
0.5,0.363377353,10,8,3,-18120835,0,1
,0.147667192,0,0,1,-18120835,0,1
,0.582989265,0,0,4,-18120835,0,1
,0.733601694,3,3,5,-18120835,0,1
1,0.255518992,3,3,5,-18120835,0,1
,0.010575983,0,0,5,-18120835,0,1
,0.305572562,0,0,5,-18120835,0,1
0.5,0.096649748,3,3,3,-18120835,0,1
,0,0,0,5,-18120835,0,1
,0.862111949,3,3,5,-18120835,0,1
,0.346723637,3,-1,1,-18120835,0,1
1,1.142308492,3,3,5,-18120834,0,1
,0,0,0,5,-18120834,0,1
,0.277358533,3,3,5,-18120834,0,1
,0.036420986,0,0,5,-18120834,0,1
,0.276360192,3,3,5,-18120834,0,1
,0,1,-1,3,-18120834,0,1
,0.597533159,3,3,5,-18120834,0,1
,0.068929015,0,0,4,-18120833,0,1
,0.465620136,3,3,5,-18120833,0,1
,1.105300305,0,0,5,-18120833,0,1
,0.466774567,3,3,5,-18120833,0,1
1,0.017646512,0,0,5,-18120833,0,1
1,0.215984666,2,-2,1,-18120833,0,1
,0.665653567,8,8,5,-18120833,0,1
,0.064431242,2,2,5,-18120833,0,1
,0,0,0,5,-18120833,0,1
,0,3,3,5,-18120833,0,1
,0.513303359,0,0,5,-18120833,0,1
,0.006844786,5,5,5,-18120833,0,1
0,0.122198495,0,0,1,-18120833,0,1
,0.678137765,3,3,3,-18120833,0,1
,0.140469654,8,8,5,-18120833,0,0
,0,2,2,3,-18120832,0,1
0,0.06302781,0,0,5,-18120832,0,1
,0.024965195,0,0,5,-18120832,0,1
,0.111545007,0,0,4,-18120832,0,1
,0.640016037,3,3,5,-18120832,0,1
0.666666667,2.006944282,20,14,5,-18120832,0,1
,0.628791944,15,11,4,-18120832,0,1
0.5,0.407751855,0,0,5,-18120832,0,1
,0.531031429,4,4,5,-18120832,0,1
0.5,0.247268071,5,-3,1,-18120832,0,1
0,0.065827487,3,3,5,-18120832,0,1
,0.105726342,0,0,5,-18120832,0,0
,0.045424509,4,4,4,-18120832,0,1
,0.029827989,0,0,2,-18120832,0,1
,0.727653713,0,0,1,-18120832,0,1
1,0.294471824,6,2,3,-18120832,0,1
,1.000963657,3,3,5,-18120832,0,1
0.5,0.068929015,8,-2,1,-18120832,0,1
,0.189687402,0,0,5,-18120832,0,1
1,0.045349396,0,0,3,-18120831,0,1
1,0.022773885,5,3,2,-18120831,0,1
,0.664443964,0,0,3,-18120831,0,1
,2.053318391,20,2,1,-18120831,0,1
0.75,0.247462719,10,6,2,-18120831,0,1
1,0.076152639,9,-5,2,-18120831,0,1
,0.252820959,3,3,5,-18120831,0,1
,0.029632924,6,6,5,-18120831,0,1
0,0.418016733,0,0,5,-18120831,0,1
,0.022211445,2,2,2,-18120831,0,1
,0.044076016,3,3,5,-18120831,0,1
,0.741978713,0,0,4,-18120831,0,1
,0.292486279,6,6,5,-18120830,0,1
,0.042717303,2,2,3,-18120830,0,1
,0.001359922,0,0,1,-18120830,0,1
,0.192846382,0,0,5,-18120830,0,1
,0.446474572,7,7,5,-18120830,0,1
,0.068929015,3,3,4,-18120830,0,1
0,0.831146173,3,3,5,-18120830,0,1
,2.055035837,5,5,4,-18120830,0,1
0.5,1.02263502,18,-10,1,-18120830,0,1
,0.530367677,9,9,5,-18120830,0,1
1,0.692700748,2,2,5,-18120829,0,1
1,0.458466342,16,12,5,-18120829,0,1
1,0,14,6,3,-18120829,0,1
,0.034957446,3,3,3,-18120829,0,1
,0.693252433,5,5,5,-18120829,0,1
,0.002671997,3,3,4,-18120829,0,1
0,0.058464561,0,0,1,-18120829,0,1
,0.032065842,0,0,2,-18120829,0,1
,0.137091972,0,0,1,-18120829,0,1
1,0.006010422,0,0,4,-18120829,0,1
1,0.056394866,0,0,3,-18120829,0,1
,1.044638063,0,0,5,-18120828,0,0
,0.830554712,0,0,5,-18120828,0,1
,0.044076016,8,-2,2,-18120828,0,1
,0.081205293,0,0,4,-18120828,0,1
,0.04151646,0,0,5,-18120828,0,1
1,0.043660603,1,-1,2,-18120828,0,1
,1.123090011,1,1,3,-18120828,0,1
1,2.3104782,7,-3,1,-18120828,0,0
,0.538213178,11,11,5,-18120828,0,1
,0.129676951,8,2,5,-18120828,0,1
,0.547565107,5,-1,4,-18120828,0,1
,0.005779121,0,0,5,-18120828,0,1
,1.176180319,2,-2,2,-18120828,0,1
,0.367294668,7,7,5,-18120828,0,1
,0.354638923,13,9,3,-18120828,0,1
1,3.814573008,3,3,4,-18120828,0,1
0.85,0.013140144,18,12,5,-18120827,0,1
,0.460587651,3,3,3,-18120827,0,1
0.111111111,0.266329411,0,0,1,-18120827,0,1
0,0.327403951,0,0,3,-18120827,0,1
1,0.044076016,5,5,4,-18120827,0,1
,0.294902008,3,3,5,-18120827,0,1
,0.073459345,2,2,5,-18120827,0,1
,0.251848683,0,0,5,-18120827,0,1
1,0.583195174,6,6,5,-18120827,0,1
1,0.213618596,14,8,5,-18120827,0,1
,2.324407484,16,16,5,-18120827,0,1
,0.336617217,24,-10,1,-18120827,0,1
0,0.068929015,4,4,5,-18120827,0,1
,0.002274866,0,0,5,-18120827,0,1
,1.443360085,1,-1,5,-18120827,0,1
,0.531596043,17,11,4,6254,0,0
,0.050017593,2,-2,1,6254,0,1
,0.855546295,4,2,5,6254,0,1
1,1.961927688,10,10,4,6254,0,1
1,0.143225008,11,11,4,6254,1,0
,0,5,1,5,6254,0,1
,0.594575237,0,0,3,6254,0,1
0.5,0.868589403,5,5,5,6254,0,1
0.571428571,0.262611197,6,2,1,6254,0,1
,0.068929015,5,1,3,6254,0,1
,0.054980596,0,0,5,6254,0,1
,0.869351757,5,5,5,6254,0,1
,0.197291976,0,0,5,6254,0,1
,0.053516497,5,5,4,6254,0,1
,0.188848151,0,0,5,6254,0,1
,0.01690607,0,0,5,6255,0,1
,0.536265141,3,3,5,6255,0,1
0,0.074367513,2,2,4,6255,0,1
,0.093697232,0,0,5,6255,0,1
,0.064431242,0,0,3,6255,0,1
,0.084205575,3,3,5,6255,0,1
,0.221595873,3,3,5,6255,0,1
,0.098586776,8,8,5,6255,0,1
,0.932190783,3,3,5,6255,0,1
1,0.133878999,3,3,5,6256,0,1
,0.233445804,4,4,5,6256,0,1
1,0.192423275,11,-5,4,6256,0,1
,0.395821248,2,2,2,6256,0,1
,0.494806829,2,2,5,6256,0,1
0.5,0.292829165,0,0,5,6256,0,1
0.75,0.116178845,11,3,4,6256,0,1
,0.435805468,5,3,5,6256,0,1
,0,5,1,4,6256,0,1
,0.628495732,0,0,5,6257,0,1
,0.798246122,16,16,5,6257,0,1
0,0.543337944,0,0,5,6257,0,1
1,0.110133783,1,1,5,6257,0,1
,0.542754195,0,0,2,6257,0,1
,1.191645441,7,7,2,6257,0,1
0.833333333,0.395167945,15,-1,1,6257,0,1
,0.661855603,0,0,5,6257,0,1
1,1.70325896,5,5,5,6257,0,1
,0.125036761,16,4,3,6257,0,0
,0.523565633,0,0,3,6258,0,1
,0.279690935,7,-5,1,6258,0,0
1,0.409928123,5,5,4,6258,0,1
,0.821007117,6,6,5,6258,0,1
,0.501103789,7,7,5,6258,0,1
,0,0,0,3,6258,0,1
0,0.459527755,0,0,4,6258,0,1
,0.627714887,4,4,5,6258,0,1
,0.346287548,5,-5,5,6258,0,1
,0.089236097,3,3,5,6258,0,1
1,0.282946771,4,2,2,6258,0,1
,0.458566254,6,6,5,6258,0,1
,0.304356796,0,0,5,6258,0,1
,0.484743285,4,2,3,6259,0,1
,0.068929015,11,5,2,6259,0,1
,2.54875616,0,0,5,6259,0,1
1,0.064431242,21,17,3,6259,1,0
,0.042992243,3,3,5,6259,0,1
,0.037038021,0,0,4,6259,0,1
,1.634168855,3,3,5,6259,0,1
1,0.317601991,9,9,5,6259,0,1
,0.791014666,14,-8,1,6259,0,1
,0.000221975,12,12,4,6260,0,1
,0.006167582,0,0,5,6260,0,1
,0.294813791,1,-1,4,6260,0,1
,1.153509712,2,2,5,6260,0,1
,4.347883235,10,-10,1,6260,0,0
1,2.89314554,24,12,3,6260,1,0
,2.170154931,4,2,4,6260,0,1
1,0.301936813,12,6,3,6260,1,0
,0.02571537,0,0,4,6260,0,1
,1.143991735,0,0,5,6260,0,1
,0.876494082,3,3,3,6260,0,1
1,0.738479573,15,15,5,6260,0,1
,2.423987582,7,5,5,6260,0,1
0.666666667,0.116514604,8,2,4,6260,1,0
1,0.270818787,4,4,5,6260,0,1
,4.764332246,2,2,5,6260,0,1
0.844444444,0.022211445,42,16,3,6261,0,1
1,0.626789252,0,0,5,6261,0,1
,0.411955062,3,3,5,6261,0,1
,0.001900189,6,6,5,6261,0,1
,0.263367587,0,0,5,6261,0,1
,0.088953472,0,0,1,6261,0,1
,1.520944785,2,2,5,6261,0,1
1,0.126985956,12,12,5,6261,0,1
,0.066503691,4,4,4,6261,0,1
0,0.079282726,2,2,5,6261,0,1
,0.263712956,3,3,5,6262,0,1
,0,0,0,5,6262,0,1
,0.058711487,3,3,5,6262,0,1
,0.408292813,3,3,5,6262,0,1
,0.079304712,5,5,4,6262,0,1
