,HR,emotion_total,emotion_polarity,rating,time_difference,vine,verified_purchase,CLI,group
4770,,8,8,5,5652,0,1,100.18947370000001,1
4771,,8,-2,5,5652,0,1,100.40909090000001,1
4772,1.0,0,0,5,5652,0,1,83.91,1
4773,,2,2,5,5653,0,1,148.74,1
4774,,8,8,5,5653,0,1,135.05333330000002,1
4775,,8,4,5,5653,0,1,120.72444440000001,1
4776,,15,15,5,5653,0,1,96.65333333,1
4777,,0,0,5,5653,0,1,65.98666667,1
4778,,3,3,5,5653,0,1,116.3,1
4779,0.857142857,15,3,2,5653,0,1,104.1019608,1
4780,1.0,0,0,5,5653,0,1,40.37333333,1
4781,,10,2,5,5653,0,0,100.8116667,1
4782,,4,2,4,5653,0,1,108.9234783,1
4783,,5,5,5,5653,0,1,117.135,1
4784,,3,3,5,5653,0,1,166.08,1
4785,,0,0,5,5654,0,1,131.1,1
4786,,16,8,2,5654,0,1,103.3963636,1
4787,0.5,3,-3,1,5654,0,1,115.3581818,1
4788,1.0,9,5,4,5654,0,1,105.68,1
4789,,0,0,1,5654,0,1,92.86,1
4790,0.0,0,0,5,5654,0,1,,1
4791,,5,5,5,5655,0,1,112.4727273,1
4792,,3,3,5,5655,0,1,52.33333333,1
4793,,2,-2,1,5655,0,1,98.42571429,1
4794,0.0,0,0,5,5655,0,1,112.76,1
4795,,1,-1,3,5655,0,1,142.91,1
4796,,0,0,5,5655,0,1,207.44,1
4797,,0,0,5,5655,0,1,213.32,1
4798,0.5,14,4,1,5655,0,0,100.5410526,1
4799,1.0,18,6,5,5656,0,1,107.195625,1
4800,0.0,0,0,5,5656,0,1,42.6,1
4801,1.0,34,24,5,5656,0,1,115.5841379,1
4802,1.0,5,3,4,5656,0,1,94.275,1
4803,,2,2,5,5656,0,0,94.80666667,1
4804,,0,0,2,5656,0,1,,1
4805,1.0,5,5,5,5656,0,1,95.91,1
4806,,2,2,2,5656,0,1,98.71,1
4807,0.0,5,5,5,5656,0,1,106.895,1
4808,,2,2,5,5656,0,1,133.94,1
4809,,12,12,5,5657,0,1,91.96666667,1
4810,1.0,1,-1,1,5657,0,1,100.6866667,1
4811,,0,0,5,5657,0,1,,1
4812,,6,6,2,5657,0,1,100.26814809999999,1
4813,,0,0,1,5657,0,1,96.455,1
4814,0.0,4,0,3,5657,0,1,107.6,1
4815,,0,0,5,5657,0,1,115.48666670000001,1
4816,,3,3,5,5657,0,0,139.82,1
4817,,6,6,5,5657,0,1,122.355,1
4818,1.0,3,3,5,5657,0,0,,1
4819,,3,3,5,5658,0,1,85.44444444,1
4820,,2,2,5,5658,0,1,114.14666670000001,1
4821,0.833333333,2,2,1,5658,0,0,94.91777778,1
4822,,8,8,5,5658,0,1,110.47,1
4823,1.0,10,8,4,5658,0,0,116.1423529,1
4824,1.0,24,-8,1,5658,0,1,43.24312057,1
4825,,3,3,5,5658,0,1,,1
4826,,0,0,5,5658,0,1,98.835,1
4827,,3,3,5,5658,0,1,,1
4828,,5,5,5,5658,0,1,121.3866667,1
4829,,6,6,4,5658,0,1,94.12571429,1
4830,,0,0,5,5658,0,1,154.62,1
4831,,0,0,5,5659,0,1,154.62,1
4832,,2,2,4,5659,0,1,103.7266667,1
4833,,3,3,5,5659,0,1,171.96,1
4834,0.666666667,9,-3,1,5659,0,1,100.7127273,1
4835,,3,3,5,5659,0,1,104.2342857,1
4836,0.894736842,31,15,2,5659,0,1,73.60102564,1
4837,,2,2,5,5659,0,1,,1
4838,,3,3,5,5659,0,1,105.88571429999999,1
4839,,6,0,5,5659,0,1,118.655,1
4840,,6,0,5,5659,0,1,98.02181818,1
4841,1.0,14,8,5,5659,0,1,101.0243478,1
4842,1.0,0,0,1,5659,0,1,106.56666670000001,1
4843,,9,9,5,5659,0,1,116.81185190000001,1
4844,,7,3,3,5660,0,1,100.77,1
4845,1.0,7,-1,4,5660,0,1,93.6775,1
4846,,3,3,5,5660,0,1,93.69333333,1
4847,,2,2,5,5660,0,0,183.92,1
4848,,3,3,5,5660,0,1,106.81142859999999,1
4849,,6,6,5,5660,0,1,98.835,1
4850,,2,2,5,5660,0,1,104.28,1
4851,,2,2,5,5660,0,1,99.495,1
4852,,3,3,4,5660,0,1,160.2,1
4853,,2,2,4,5660,0,1,119.4,1
4854,,9,5,3,5661,0,1,103.195,1
4855,,5,5,5,5661,0,0,114.14666670000001,1
4856,1.0,3,3,5,5661,0,1,100.6866667,1
4857,,3,3,5,5661,0,0,,1
4858,,11,11,5,5661,0,1,104.4681818,1
4859,0.5,8,8,5,5661,0,1,71.59111111,1
4860,0.0,0,0,4,5661,0,1,124.72,1
4861,1.0,5,5,4,5661,0,1,97.3775,1
4862,0.0,9,7,5,5662,0,1,108.26666670000002,1
4863,0.0,0,0,5,5662,0,1,95.62,1
4864,,5,5,5,5662,0,1,91.4975,1
4865,,11,11,5,5662,0,0,92.47428571,1
4866,,3,3,5,5662,0,1,82.1,1
4867,,0,0,5,5662,0,1,95.78666667,1
4868,,4,4,5,5662,0,1,118.57142859999999,1
4869,1.0,8,0,1,5662,0,1,103.80689659999999,1
4870,,2,-2,1,5662,0,1,119.36857140000002,1
4871,,3,3,5,5662,0,1,125.02,1
4872,,6,6,5,5662,0,0,142.86,1
4873,0.981481481,1,1,5,5662,0,1,121.36666670000001,1
4874,,2,2,4,5662,0,0,131.16,1
4875,0.0,6,-4,1,5663,0,0,105.71333329999999,1
4876,1.0,7,-1,3,5663,0,1,111.3742857,1
4877,,8,6,2,5663,0,1,115.2228571,1
4878,0.0,3,3,5,5663,0,1,,1
4879,,5,5,5,5663,0,1,113.54,1
4880,,0,0,4,5663,0,1,111.8371429,1
4881,,5,5,5,5663,0,1,117.38,1
4882,,4,4,3,5663,0,1,129.19555559999998,1
4883,0.5,6,-4,1,5663,0,0,105.1769231,1
4884,1.0,6,-4,1,5663,0,0,100.7071429,1
4885,1.0,12,8,5,5663,0,0,101.2813559,1
4886,,6,-4,1,5663,0,0,94.93076923,1
4887,,0,0,5,5663,0,1,79.06,1
4888,1.0,9,3,3,5663,0,1,120.87666670000002,1
4889,,1,-1,5,5664,0,1,116.73777779999999,1
4890,0.8,9,1,1,5664,0,0,105.0518519,1
4891,,1,1,5,5664,0,1,54.22666667,1
4892,,0,0,4,5664,0,1,117.46333329999999,1
4893,,3,3,2,5664,0,1,124.52,1
4894,,8,8,5,5664,0,1,119.43,1
4895,,3,3,4,5664,0,1,78.13714286,1
4896,0.0,6,2,4,5664,0,1,108.27583329999999,1
4897,,1,1,5,5664,0,1,85.40923077,1
4898,,3,3,5,5664,0,1,105.62,1
4899,,6,6,5,5664,0,1,100.6866667,1
4900,0.833333333,4,4,4,5664,0,1,134.4518519,1
4901,,0,0,5,5664,0,1,107.555,1
4902,,8,8,5,5665,0,1,94.51692308,1
4903,1.0,11,5,2,5665,0,1,121.20363640000001,1
4904,,6,6,5,5665,0,1,90.82,1
4905,,0,0,5,5665,0,1,91.96666667,1
4906,,11,1,5,5665,0,1,115.50666670000001,1
4907,,10,8,5,5665,0,1,100.31,1
4908,,0,0,5,5665,0,1,69.19333333,1
4909,0.0,0,0,5,5665,0,1,183.92,1
4910,0.666666667,0,0,1,5665,0,1,127.82571429999999,1
4911,,6,6,5,5665,0,1,111.3175,1
4912,,1,1,3,5665,0,1,85.43,1
4913,,5,5,4,5666,0,1,124.45142859999999,1
4914,,2,2,4,5666,0,1,98.35428571,1
4915,,0,0,5,5666,0,1,,1
4916,,2,-2,3,5667,0,1,107.66,1
4917,1.0,9,9,5,5667,0,1,97.35,1
4918,,17,13,5,5667,0,1,114.11,1
4919,,0,0,5,5667,0,1,20.64,1
4920,,3,3,5,5667,0,1,136.94666669999998,1
4921,,0,0,4,5667,0,1,104.6733333,1
4922,,14,4,2,5667,0,1,121.26916670000001,1
4923,,8,8,4,5667,0,0,94.39,1
4924,,2,-2,3,5667,0,0,92.63,1
4925,,3,3,5,5668,0,1,97.84666667,1
4926,,2,2,5,5668,0,1,95.77714286,1
4927,1.0,0,0,1,5668,0,1,92.83,1
4928,,0,0,5,5668,0,1,120.2228571,1
4929,,0,0,4,5668,0,1,195.68,1
4930,1.0,0,0,2,5668,0,1,136.98,1
4931,,2,2,4,5668,0,1,110.8307692,1
4932,0.5,4,2,3,5668,0,1,96.79384615,1
4933,,0,0,4,5668,0,1,101.66666670000001,1
4934,1.0,0,0,3,5668,0,0,140.93333330000002,1
4935,0.0,2,2,3,5669,0,1,123.29333329999999,1
4936,,3,3,5,5669,0,0,123.34333329999998,1
4937,,6,6,5,5669,0,1,74.455,1
4938,,3,3,4,5669,0,1,64.26,1
4939,,6,6,5,5669,0,1,113.42666670000001,1
4940,1.0,9,3,5,5669,0,1,101.7733333,1
4941,,2,2,5,5669,0,1,94.80666667,1
4942,,6,6,4,5669,0,1,146.8133333,1
4943,0.0,2,2,5,5669,0,1,113.52,1
4944,,13,-9,3,5669,0,1,124.23272730000001,1
4945,,3,3,5,5669,0,1,75.56,1
4946,,3,3,5,5669,0,1,80.82,1
4947,,4,2,5,5669,0,1,100.93142859999999,1
4948,,3,3,5,5669,0,1,111.53333329999998,1
4949,,22,12,2,5670,0,1,91.93661538,1
4950,,0,0,5,5670,0,1,-53.08,1
4951,,3,-3,3,5670,0,1,125.96222220000001,1
4952,,4,4,5,5670,0,1,101.4333333,1
4953,1.0,1,-1,5,5670,0,1,117.41333329999999,1
4954,,2,2,2,5670,0,1,116.0657143,1
4955,,0,0,5,5670,0,1,119.32,1
4956,,6,6,5,5670,0,0,114.84444440000001,1
4957,0.9411764709999999,10,10,5,5671,0,1,96.78666667,1
4958,1.0,0,0,4,5671,0,1,72.12,1
4959,,9,-3,4,5671,0,1,104.44545450000001,1
4960,1.0,1,1,3,5671,0,1,91.94666667,1
4961,,10,-4,3,5671,0,1,109.11,1
4962,,6,0,5,5671,0,0,125.71142859999999,1
4963,,6,6,5,5671,0,0,127.96545449999999,1
4964,1.0,10,10,5,5671,0,1,91.47,1
4965,,4,2,4,5671,0,1,120.2228571,1
4966,,0,0,4,5671,0,1,107.54666670000002,1
4967,,2,-2,4,5671,0,1,104.715,1
4968,,2,2,5,5671,0,1,117.43555559999999,1
4969,,11,3,5,5672,0,1,97.7075,1
4970,,12,6,5,5672,0,1,108.8925,1
4971,1.0,0,0,3,5672,0,1,100.0145455,1
4972,,5,5,5,5672,0,1,113.5266667,1
4973,,0,0,5,5672,0,1,110.28,1
4974,1.0,1,-1,1,5672,0,1,94.12571429,1
4975,1.0,8,2,3,5672,0,0,96.31142857,1
4976,,3,3,5,5672,0,1,113.4975,1
4977,,0,0,5,5672,0,0,148.24,1
4978,,0,0,5,5672,0,1,113.85894740000002,1
4979,,2,2,5,5672,0,0,83.82666667,1
4980,,0,0,5,5672,0,1,213.32,1
4981,,3,3,5,5672,0,0,,1
4982,,4,4,4,5673,0,1,106.81142859999999,1
4983,0.75,8,-2,1,5673,0,0,105.1542857,1
4984,1.0,11,7,5,5673,0,1,101.3014286,1
4985,1.0,3,3,5,5673,0,1,71.4,1
4986,,2,2,5,5673,0,1,129.63,1
4987,,5,1,5,5673,0,1,116.81185190000001,1
4988,,9,7,4,5673,0,1,105.53,1
4989,,2,2,5,5673,0,1,95.80888889,1
4990,1.0,2,2,3,1818904,0,1,112.9709091,1
4991,,5,5,5,1818904,0,1,117.87,1
4992,0.0,8,8,4,1818904,0,1,99.82333333,1
4993,,0,0,5,1818904,0,1,133.94,1
4994,,5,5,2,1818904,0,1,124.33166670000001,1
4995,,3,3,5,1818904,0,1,125.02,1
4996,,2,2,4,1818904,0,1,116.0657143,1
4997,,0,0,5,1818904,0,1,154.32,1
4998,0.857142857,0,0,1,1818904,0,1,136.98,1
4999,0.75,5,1,2,1818904,0,1,95.9,1
5000,,14,6,5,1818904,0,1,110.54341459999999,1
5001,,18,14,5,1818904,0,1,113.532973,1
5002,1.0,0,0,1,1818904,0,1,72.12,1
5003,,2,0,2,1818904,0,1,103.7466667,1
5004,,0,0,5,1818904,0,1,,1
5005,,6,6,5,1818905,0,1,103.7266667,1
5006,1.0,10,10,5,1818905,0,1,114.20222220000001,1
5007,,3,-3,3,1818905,0,1,71.9,1
5008,0.0,3,3,5,1818905,0,1,125.27,1
5009,,3,3,5,1818905,0,1,,1
5010,,1,1,1,1818905,0,1,110.595,1
5011,,0,0,4,1818905,0,1,,1
5012,,7,-1,5,1818905,0,1,94.83272727,1
5013,,2,2,5,1818906,0,1,86.2775,1
5014,,0,0,3,1818906,0,1,86.95,1
5015,0.75,5,1,2,1818906,0,1,117.0129412,1
5016,,8,6,2,1818906,0,1,94.275,1
5017,,8,8,3,1818906,0,1,109.0419048,1
5018,,0,0,5,1818906,0,1,104.2342857,1
5019,,2,2,3,1818906,0,1,119.32,1
5020,,3,3,4,1818906,0,1,,1
5021,1.0,1,-1,2,1818906,0,1,103.0844444,1
5022,,0,0,4,1818906,0,1,89.96,1
5023,,8,8,5,1818906,0,1,100.5410526,1
5024,1.0,3,3,3,1818906,0,1,100.0057143,1
5025,,0,0,4,1818907,0,0,84.1,1
5026,,0,0,5,1818907,0,0,213.32,1
5027,,29,23,4,1818907,0,1,93.37459459,1
5028,1.0,3,3,5,1818907,0,1,,1
5029,,6,6,4,1818907,0,1,103.0844444,1
5030,,0,0,5,1818907,0,1,128.06,1
5031,,3,1,2,1818908,0,1,100.7127273,1
5032,,3,3,5,1818908,0,1,94.92,1
5033,,3,3,5,1818908,0,1,,1
5034,,0,0,5,1818908,0,1,119.34,1
5035,,2,2,5,1818908,0,1,131.16,1
5036,,7,1,5,1818908,0,1,109.1852632,1
5037,,0,0,5,1818908,0,0,83.82666667,1
5038,0.0,0,0,5,1818909,0,1,201.56,1
5039,1.0,0,0,3,1818909,0,1,101.78,1
5040,,5,5,5,1818909,0,1,95.63047619,1
5041,,3,3,5,1818909,0,1,72.08,1
5042,,2,2,5,1818909,0,1,103.7266667,1
5043,,5,5,3,1818910,0,0,95.5275,1
5044,1.0,3,3,5,1818910,0,1,81.07,1
5045,,9,9,5,1818910,0,0,81.18,1
5046,1.0,6,4,2,1818910,0,1,92.955,1
5047,,6,6,5,1818910,0,1,111.19200000000001,1
5048,,0,0,5,1818910,0,1,125.16,1
5049,,2,2,5,1818910,0,0,119.39,1
5050,,1,-1,4,1818910,0,1,107.64,1
5051,1.0,2,2,5,1818910,0,1,105.65333329999999,1
5052,,1,-1,2,1818910,0,1,101.66666670000001,1
5053,1.0,2,2,2,1818910,0,1,107.39047620000001,1
5054,,26,12,4,1818911,0,1,100.2564103,1
5055,,9,9,4,1818911,0,1,107.6030769,1
5056,,3,3,4,1818911,0,1,83.04666667,1
5057,,10,2,4,1818911,0,1,105.98095239999999,1
5058,,11,11,5,1818911,0,1,115.932973,1
5059,,6,6,4,1818912,0,1,97.5,1
5060,,3,3,5,1818912,0,1,83.82666667,1
5061,,17,7,5,1818912,0,1,106.31538459999999,1
5062,,0,0,5,1818912,0,1,108.95,1
5063,,13,5,4,1818912,0,1,116.58758619999999,1
5064,,8,6,5,1818912,0,1,81.80615385,1
5065,1.0,23,17,5,5753,0,0,114.6181818,1
5066,,7,7,5,5753,0,1,92.52,1
5067,,10,-4,5,5753,0,0,124.06105259999998,1
5068,,1,1,5,5753,0,1,80.335,1
5069,,11,1,4,5753,0,1,110.8157143,1
5070,0.5,21,-3,1,5753,0,0,57.50571429,1
5071,,6,6,2,5753,0,1,75.37777778,1
5072,0.5,2,2,4,5754,0,1,84.0,1
5073,,0,0,4,5754,0,0,123.75,1
5074,,13,9,4,5754,0,1,95.37636364,1
5075,,16,10,5,5754,0,1,84.08307692,1
5076,,0,0,3,5754,0,1,77.28,1
5077,,3,3,5,5754,0,1,142.86,1
5078,1.0,15,7,5,5754,0,1,116.1121739,1
5079,,0,0,5,5754,0,1,107.60857140000002,1
5080,,4,4,5,5754,0,1,86.36,1
5081,1.0,5,5,5,5755,0,1,121.76799999999999,1
5082,0.666666667,14,12,1,5755,0,0,109.0027273,1
5083,,20,12,5,5755,0,1,103.215,1
5084,1.0,3,3,5,5755,0,1,92.79666667,1
5085,,0,0,5,5755,0,1,107.38,1
5086,,2,2,5,5755,0,1,112.69142859999998,1
5087,1.0,4,4,1,5755,0,0,110.91333329999999,1
5088,,0,0,3,5755,0,1,80.335,1
5089,,22,18,5,5755,0,1,111.1329412,1
5090,1.0,4,4,5,5756,0,1,93.88,1
5091,,8,8,5,5756,0,1,98.66375,1
5092,1.0,19,19,3,5756,0,1,107.66,1
5093,,5,5,5,5756,0,0,81.87636364,1
5094,,10,10,4,5756,0,1,106.27692309999999,1
5095,,4,2,3,5756,0,1,116.48666670000001,1
5096,,0,0,5,5757,0,1,86.54333333,1
5097,0.333333333,0,0,2,5757,0,1,95.8,1
5098,1.0,0,0,2,5757,0,1,90.01333333,1
5099,,12,8,4,5757,0,1,99.91090909,1
5100,,2,2,5,5757,0,1,106.96470590000001,1
5101,0.5,2,2,5,5757,0,1,107.0909091,1
5102,,5,5,5,5757,0,1,111.55555559999999,1
5103,,5,3,4,5757,0,1,92.83,1
5104,,4,4,3,5758,0,1,95.5275,1
5105,,0,0,3,5758,0,1,95.76,1
5106,,8,-2,4,5758,0,1,116.43333329999999,1
5107,0.0,0,0,5,5758,0,1,106.11,1
5108,,11,11,5,5758,0,1,113.53333329999998,1
5109,1.0,4,4,1,5758,0,1,81.855,1
5110,1.0,15,9,4,5758,0,1,103.06521740000001,1
5111,0.0,3,3,4,5758,0,1,107.52,1
5112,,12,12,5,5758,0,1,104.972973,1
5113,,7,7,5,5758,0,1,92.75157895,1
5114,,7,5,4,5758,0,1,100.0057143,1
5115,1.0,7,1,1,5759,0,1,108.07142859999999,1
5116,,2,2,5,5759,0,1,91.94666667,1
5117,,2,2,5,5759,0,0,78.18909091,1
5118,,15,7,5,5759,0,1,106.27365079999998,1
5119,,3,-3,5,5759,0,1,81.1,1
5120,,13,11,5,5759,0,1,112.376,1
5121,,6,6,5,5759,0,1,104.67,1
5122,0.0,9,9,5,5760,0,1,112.66,1
5123,,12,12,4,5760,0,1,105.73806450000001,1
5124,1.0,6,4,4,5760,0,1,106.1364103,1
5125,,2,-2,2,5760,0,1,91.19368421,1
5126,,1,-1,2,5760,0,0,104.4,1
5127,,5,5,5,5760,0,1,97.35666667,1
5128,,5,-5,4,5761,0,1,98.69142857,1
5129,0.916666667,8,4,2,5761,0,0,107.65435900000001,1
5130,,12,4,3,5761,0,1,102.3975,1
5131,,0,0,4,5762,0,0,107.6455172,1
5132,,10,10,5,5762,0,1,89.98,1
5133,,3,3,4,5763,0,1,76.48571429,1
5134,,4,4,5,5763,0,1,106.5927273,1
5135,1.0,22,18,5,5763,0,1,108.30173909999998,1
5136,,6,6,5,5763,0,1,87.96,1
5137,,0,0,5,5763,0,1,98.30333333,1
5138,,3,3,5,5763,0,1,109.11666670000001,1
5139,,6,6,5,5764,0,1,81.14,1
5140,,5,5,3,5764,0,1,111.8371429,1
5141,0.8,19,19,4,5764,0,1,105.7109091,1
5142,1.0,6,4,5,5764,0,0,122.0088889,1
5143,0.857142857,31,7,3,5764,0,1,72.07234043,1
5144,,0,0,5,5764,0,1,66.31,1
5145,,8,8,5,5765,0,1,116.0657143,1
5146,,8,8,5,5765,0,1,106.65,1
5147,,8,8,5,5765,0,1,98.30333333,1
5148,1.0,10,10,4,5765,0,1,110.91333329999999,1
5149,,0,0,5,5765,0,1,84.08857143,1
5150,,14,10,5,5765,0,1,99.07076923,1
5151,,7,7,5,5765,0,1,93.37,1
5152,,7,7,5,5765,0,1,114.955,1
5153,,8,8,5,5765,0,1,109.7818182,1
5154,,8,8,5,5766,0,1,97.315,1
5155,0.0,11,1,1,5766,0,1,97.375,1
5156,1.0,14,14,5,5766,0,1,95.26893617,1
5157,,19,11,4,5766,0,1,105.80916670000002,1
5158,,0,0,5,5766,0,1,82.65333333,1
5159,1.0,102,42,5,5766,0,1,10.65874214,1
5160,,8,2,5,5766,0,1,23.14947368,1
5161,,2,0,4,5766,0,1,109.3623529,1
5162,1.0,6,6,5,5766,0,1,83.96,1
5163,0.0,5,1,5,5766,0,1,107.56,1
5164,,10,10,4,5766,0,1,121.54181820000001,1
5165,,6,2,2,5766,0,1,123.015,1
5166,,2,2,2,5766,0,1,110.55333329999999,1
5167,,9,9,5,5767,0,1,109.88,1
5168,,4,4,4,5767,0,1,114.83,1
5169,1.0,17,11,5,5767,0,1,110.5122581,1
5170,0.0,11,9,2,5767,0,1,94.696,1
5171,,0,0,5,5767,0,1,95.11111111,1
5172,,18,4,2,5767,0,1,118.07538459999999,1
5173,,10,10,5,5767,0,1,85.98666667,1
5174,1.0,4,0,1,5767,0,1,107.59666670000001,1
5175,1.0,3,3,3,5767,0,1,100.77,1
5176,,4,4,5,5767,0,1,100.0057143,1
5177,,7,7,5,5767,0,1,103.2366667,1
5178,,9,1,5,5768,0,1,107.65333329999999,1
5179,,2,2,3,5768,0,1,115.48666670000001,1
5180,,4,-4,1,5768,0,1,109.1375,1
5181,0.8,14,10,5,5768,0,1,113.5372727,1
5182,,9,9,5,5768,0,1,82.65333333,1
5183,,0,0,1,5768,0,0,94.83272727,1
5184,,0,0,5,5769,0,1,80.76,1
5185,1.0,3,3,5,5769,0,1,104.715,1
5186,,8,4,3,5769,0,1,114.99666670000002,1
5187,,6,2,5,5769,0,1,83.04666667,1
5188,1.0,5,5,5,5769,0,1,113.85894740000002,1
5189,1.0,5,5,5,5769,0,1,98.98315789,1
5190,,0,0,5,5770,0,1,88.92666667,1
5191,,3,3,5,5770,0,1,99.5575,1
5192,0.5,3,3,5,5770,0,1,107.63238100000001,1
5193,1.0,3,3,5,5770,0,1,104.62,1
5194,,5,5,5,5771,0,1,116.46,1
5195,,2,2,5,5771,0,1,114.99666670000002,1
5196,1.0,14,10,5,5771,0,1,84.94285714,1
5197,1.0,3,3,4,5771,0,1,121.94571429999999,1
5198,,3,3,5,5771,0,1,87.7975,1
5199,1.0,2,2,4,5772,0,1,108.87166670000002,1
5200,1.0,16,0,2,5772,0,1,113.532973,1
5201,,5,3,5,5772,0,1,86.75,1
5202,,3,3,4,5773,0,1,,1
5203,,2,2,4,5773,0,1,104.715,1
5204,,6,2,5,5773,0,1,93.91555556,1
5205,,0,0,5,5773,0,1,91.435,1
5206,,2,2,2,5773,0,1,110.595,1
5207,,6,0,5,5773,0,1,95.88,1
5208,,0,0,3,5773,0,1,119.38,1
5209,,5,5,5,1818914,0,1,112.4727273,1
5210,0.913043478,29,17,1,1818914,0,0,49.66686567,1
5211,,7,7,5,1818914,0,1,47.39272727,1
5212,,11,11,5,1818914,0,1,103.195,1
5213,1.0,12,12,5,1818914,0,1,92.47428571,1
5214,,9,9,5,1818914,0,1,116.475,1
5215,1.0,9,-1,5,1818914,0,0,113.53916670000001,1
5216,1.0,9,5,3,1818914,0,1,90.3075,1
5217,1.0,6,6,5,1818914,0,1,98.02181818,1
5218,,4,4,5,1818914,0,1,92.24,1
5219,,3,-3,1,1818914,0,1,115.6028571,1
5220,,0,0,5,1818915,0,1,110.11428570000001,1
5221,,7,-1,3,1818915,0,1,105.45833329999999,1
5222,,3,3,5,1818915,0,1,75.26,1
5223,,7,7,5,1818915,0,1,114.14666670000001,1
5224,,9,9,5,1818915,0,1,95.88,1
5225,,4,0,5,1818915,0,1,119.32,1
5226,,2,2,5,1818916,0,1,95.89333333,1
5227,,2,2,5,1818916,0,1,112.9709091,1
5228,,10,10,5,1818916,0,1,98.98315789,1
5229,,14,10,4,1818916,0,1,101.7473684,1
5230,0.111111111,7,7,1,1818916,0,1,92.52,1
5231,,7,7,5,1818916,0,1,108.8925,1
5232,,3,3,5,1818916,0,1,90.33,1
5233,1.0,18,18,5,1818916,0,1,114.7725,1
5234,,3,3,5,1818916,0,1,64.52571429,1
5235,,4,0,3,1818917,0,1,89.01,1
5236,,0,0,5,1818917,0,1,101.74,1
5237,1.0,5,1,3,1818917,0,1,107.59666670000001,1
5238,0.833333333,6,-2,4,1818917,0,1,120.4792857,1
5239,,2,2,5,1818917,0,1,73.47,1
5240,0.764705882,14,2,1,1818917,0,1,114.8827273,1
5241,,6,-2,5,1818917,0,1,98.45555556,1
5242,,6,6,5,1818918,0,1,72.80727273,1
5243,,8,8,5,1818918,0,1,110.8577778,1
5244,1.0,12,12,5,1818918,0,1,114.79829790000001,1
5245,,5,1,1,1818918,0,1,54.46909091,1
5246,,17,11,5,1818918,0,0,114.59928570000001,1
5247,,7,7,5,1818919,0,1,87.88,1
5248,0.833333333,7,7,5,1818919,0,1,101.762963,1
5249,1.0,1,-1,1,1818919,0,1,84.06,1
5250,1.0,5,5,5,1818919,0,1,104.715,1
5251,1.0,15,7,3,1818919,0,1,102.3836735,1
5252,,3,3,5,1818920,0,1,63.31333333,1
5253,1.0,13,1,4,1818920,0,1,102.2847458,1
5254,0.666666667,7,5,1,1818920,0,1,127.9608696,1
5255,,16,16,5,1818920,0,1,84.30923077,1
5256,,8,8,5,1818920,0,1,95.82,1
5257,,6,0,4,1818920,0,1,89.01,1
5258,,8,4,5,1818921,0,1,96.31142857,1
5259,,1,-1,5,1818921,0,1,91.94666667,1
5260,,3,3,5,1818921,0,1,113.4,1
5261,,6,6,4,1818922,0,1,99.7373913,1
5262,1.0,21,17,5,5852,0,1,107.64,1
5263,,3,3,5,5852,0,1,100.5410526,1
5264,,8,8,5,5852,0,1,101.7615385,1
5265,,7,7,5,5852,0,1,98.78,1
5266,,3,3,5,5852,0,1,106.65,1
5267,,8,4,4,5853,0,1,109.4675,1
5268,,11,5,4,5853,0,1,100.6866667,1
5269,,9,5,5,5853,0,1,114.955,1
5270,,9,-1,1,5853,0,1,97.92689655,1
5271,,7,7,5,5854,0,1,97.28190476,1
5272,,5,5,5,5854,0,1,85.40923077,1
5273,,3,1,3,5854,0,1,98.02181818,1
5274,,4,4,5,5854,0,1,88.03555556,1
5275,1.0,0,0,1,5854,0,1,118.18105259999999,1
5276,,8,8,5,5854,0,1,90.62666667,1
5277,1.0,18,16,4,5854,0,1,96.89974026,1
5278,,3,1,4,5854,0,1,36.64,1
5279,,3,3,5,5854,0,1,101.76,1
5280,1.0,11,11,4,5854,0,1,99.91090909,1
5281,,5,-3,4,5854,0,1,104.088,1
5282,0.0,2,2,1,5855,0,1,88.24571429,1
5283,,2,2,4,5855,0,1,95.86736842,1
5284,,5,5,3,5855,0,1,107.555,1
5285,,2,2,1,5855,0,1,104.6733333,1
5286,,6,6,4,5855,0,1,113.52,1
5287,,5,5,5,5855,0,1,106.27692309999999,1
5288,,30,18,5,5855,0,1,84.23232877,1
5289,,7,3,5,5855,0,1,75.88222222,1
5290,0.0,9,9,1,5856,0,1,81.45777778,1
5291,0.0,23,9,1,5856,0,1,70.43354839,1
5292,1.0,13,5,4,5856,0,1,109.8478689,1
5293,0.857142857,7,7,5,5856,0,1,74.70571429,1
5294,,10,10,4,5856,0,1,120.0822222,1
5295,,3,3,5,5857,0,1,95.77714286,1
5296,,3,3,5,5857,0,1,111.55555559999999,1
5297,,6,6,4,5857,0,1,106.65,1
5298,,3,1,5,5857,0,1,104.0,1
5299,,9,-3,5,5857,0,1,107.642963,1
5300,1.0,30,26,5,5858,0,1,66.82869565,1
5301,1.0,4,0,2,5858,0,1,87.37473684,1
5302,,8,8,5,5858,0,1,88.24571429,1
5303,1.0,6,-2,3,5859,0,1,87.33777778,1
5304,1.0,10,8,5,5859,0,1,98.56545455,1
5305,0.9,4,4,5,5859,0,1,122.04,1
5306,,1,1,4,5859,0,1,93.552,1
5307,,7,5,5,5859,0,1,97.42526316,1
5308,,3,3,5,5860,0,1,95.87454545,1
5309,,3,3,5,5860,0,1,106.56666670000001,1
5310,1.0,4,2,5,5860,0,1,117.21833329999998,1
